area_type,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,Akshaya Nagar,1897.0,4.0,2.0,93.0,3,4902.477596204533
Super built-up  Area,Akshaya Nagar,1884.0,3.0,3.0,98.0,3,5201.698513800425
Super built-up  Area,Akshaya Nagar,1314.0,2.0,2.0,68.8,2,5235.920852359209
Super built-up  Area,Akshaya Nagar,1265.0,2.0,3.0,67.0,2,5296.442687747036
Super built-up  Area,Akshaya Nagar,1126.0,2.0,1.0,55.0,2,4884.547069271758
Super built-up  Area,Akshaya Nagar,2300.0,4.0,3.0,102.0,3,4434.782608695652
Super built-up  Area,Akshaya Nagar,1662.0,3.0,2.0,90.0,3,5415.162454873646
Super built-up  Area,Akshaya Nagar,1420.0,2.0,2.0,75.0,3,5281.69014084507
Super built-up  Area,Akshaya Nagar,1412.0,2.0,3.0,88.0,3,6232.294617563739
Built-up  Area,Akshaya Nagar,1434.0,3.0,3.0,84.0,3,5857.740585774059
Super built-up  Area,Akshaya Nagar,1890.0,4.0,2.0,100.0,3,5291.005291005291
Built-up  Area,Akshaya Nagar,2650.0,3.0,2.0,125.0,3,4716.981132075472
Super built-up  Area,Akshaya Nagar,1419.0,2.0,3.0,87.0,3,6131.0782241014795
Super built-up  Area,Akshaya Nagar,1300.0,2.0,1.0,54.0,2,4153.846153846154
Super built-up  Area,Akshaya Nagar,1113.0,2.0,1.0,52.0,2,4672.057502246182
Super built-up  Area,Akshaya Nagar,1820.0,4.0,2.0,95.0,3,5219.780219780219
Super built-up  Area,Akshaya Nagar,1100.0,2.0,2.0,48.0,2,4363.636363636364
Super built-up  Area,Akshaya Nagar,1896.0,3.0,2.0,102.0,3,5379.7468354430375
Super built-up  Area,Akshaya Nagar,1300.0,2.0,2.0,66.0,2,5076.923076923077
Super built-up  Area,Akshaya Nagar,1225.0,2.0,0.0,68.0,2,5551.0204081632655
Super built-up  Area,Akshaya Nagar,1179.0,2.0,1.0,51.0,2,4325.699745547074
Super built-up  Area,Akshaya Nagar,1421.0,2.0,2.0,73.0,3,5137.227304714989
Super built-up  Area,Akshaya Nagar,1893.0,4.0,2.0,95.0,3,5018.489170628632
Built-up  Area,Akshaya Nagar,900.0,2.0,1.0,45.0,2,5000.0
Super built-up  Area,Ambalipura,1105.0,2.0,1.0,75.0,2,6787.330316742082
Super built-up  Area,Ambalipura,1800.0,3.0,3.0,110.0,3,6111.111111111111
Built-up  Area,Ambalipura,1150.0,2.0,2.0,80.0,2,6956.521739130435
Super built-up  Area,Ambalipura,1250.0,2.0,2.0,66.25,2,5300.0
Super built-up  Area,Ambalipura,1332.0,2.0,1.0,79.0,2,5930.930930930931
Super built-up  Area,Ambalipura,1730.0,3.0,1.0,120.0,3,6936.416184971098
Built-up  Area,Ambalipura,3500.0,3.0,2.0,198.0,3,5657.142857142857
Super built-up  Area,Ambalipura,1230.0,2.0,2.0,66.25,2,5386.178861788618
Super built-up  Area,Ambalipura,1351.0,2.0,1.0,77.0,2,5699.481865284974
Built-up  Area,Ambalipura,2550.0,4.0,2.0,149.0,4,5843.137254901961
Built-up  Area,Ambalipura,1817.0,3.0,3.0,102.0,3,5613.648871766648
Super built-up  Area,Ambalipura,2750.0,4.0,2.0,142.0,4,5163.636363636364
Super built-up  Area,Ambalipura,1303.0,2.0,2.0,80.0,2,6139.677666922486
Super built-up  Area,Ambalipura,1607.0,2.0,2.0,112.0,3,6969.508400746733
Super built-up  Area,Ambalipura,770.0,1.0,2.0,43.82,1,5690.909090909091
Super built-up  Area,Ambalipura,1700.0,2.0,2.0,76.0,2,4470.588235294118
Super built-up  Area,Ambalipura,1060.0,2.0,1.0,58.5,2,5518.867924528302
Built-up  Area,Ambalipura,1650.0,3.0,3.0,100.0,3,6060.606060606061
Super built-up  Area,Ambalipura,1198.0,2.0,2.0,80.0,2,6677.79632721202
Super built-up  Area,Ambedkar Nagar,1935.0,4.0,2.0,130.0,3,6718.3462532299745
Super built-up  Area,Ambedkar Nagar,1424.0,2.0,2.0,90.0,2,6320.224719101124
Super built-up  Area,Ambedkar Nagar,2225.0,4.0,2.0,169.0,3,7595.505617977528
Super built-up  Area,Ambedkar Nagar,1862.0,3.0,2.0,120.0,3,6444.68313641246
Super built-up  Area,Ambedkar Nagar,1850.0,4.0,3.0,139.0,3,7513.513513513513
Super built-up  Area,Ambedkar Nagar,1936.0,4.0,2.0,126.0,3,6508.264462809917
Super built-up  Area,Ambedkar Nagar,1862.0,3.0,2.0,119.0,3,6390.977443609023
Super built-up  Area,Ambedkar Nagar,2150.0,4.0,2.0,125.0,3,5813.953488372093
Built-up  Area,Ambedkar Nagar,3530.0,4.0,2.0,290.0,4,8215.297450424929
Super built-up  Area,Ambedkar Nagar,1856.0,3.0,1.0,120.0,3,6465.517241379311
Super built-up  Area,Ambedkar Nagar,1852.0,3.0,2.0,130.0,3,7019.438444924406
Super built-up  Area,Ambedkar Nagar,1850.0,4.0,2.0,120.0,3,6486.486486486487
Super built-up  Area,Ambedkar Nagar,1367.0,2.0,2.0,86.0,2,6291.148500365764
Plot  Area,Ambedkar Nagar,3565.0,4.0,3.0,255.0,4,7152.875175315568
Super built-up  Area,Ambedkar Nagar,1409.0,2.0,2.0,95.0,2,6742.370475514549
Super built-up  Area,Ambedkar Nagar,1950.0,4.0,2.0,120.0,3,6153.846153846154
Super built-up  Area,Ambedkar Nagar,1921.0,4.0,3.0,129.0,3,6715.252472670484
Super built-up  Area,Ambedkar Nagar,1920.0,4.0,2.0,121.0,3,6302.083333333333
Super built-up  Area,Ambedkar Nagar,1935.0,4.0,2.0,125.0,3,6459.948320413437
Super built-up  Area,Ambedkar Nagar,1852.0,4.0,2.0,122.0,3,6587.473002159827
Super built-up  Area,Ambedkar Nagar,1852.0,3.0,2.0,125.0,3,6749.460043196545
Super built-up  Area,Ambedkar Nagar,1850.0,4.0,2.0,121.0,3,6540.540540540541
Super built-up  Area,Ambedkar Nagar,1425.0,2.0,1.0,94.0,2,6596.491228070176
Built-up  Area,Ambedkar Nagar,2395.0,4.0,2.0,150.0,3,6263.048016701461
Super built-up  Area,Amruthahalli,900.0,2.0,1.0,40.0,2,4444.444444444444
Super built-up  Area,Amruthahalli,1200.0,2.0,2.0,55.0,2,4583.333333333333
Built-up  Area,Amruthahalli,1900.0,3.0,1.0,135.0,3,7105.263157894737
Built-up  Area,Amruthahalli,924.0,2.0,1.0,45.0,2,4870.12987012987
Carpet  Area,Amruthahalli,900.0,2.0,1.0,60.0,2,6666.666666666667
Built-up  Area,Amruthahalli,1100.0,2.0,1.0,45.0,2,4090.909090909091
Super built-up  Area,Amruthahalli,1200.0,2.0,1.0,55.0,2,4583.333333333333
Super built-up  Area,Amruthahalli,1350.0,2.0,3.0,63.0,3,4666.666666666667
Built-up  Area,Amruthahalli,1605.0,3.0,2.0,65.0,3,4049.8442367601247
Super built-up  Area,Amruthahalli,1700.0,3.0,2.0,77.0,3,4529.411764705882
Super built-up  Area,Amruthahalli,1450.0,2.0,1.0,85.0,3,5862.068965517241
Super built-up  Area,Amruthahalli,1250.0,2.0,2.0,79.0,2,6320.0
Super built-up  Area,Amruthahalli,1190.0,2.0,2.0,50.0,2,4201.680672268908
Super built-up  Area,Amruthahalli,1202.0,2.0,1.0,65.0,2,5407.65391014975
Super built-up  Area,Amruthahalli,1340.0,2.0,1.0,75.0,2,5597.014925373134
Super built-up  Area,Amruthahalli,2650.0,4.0,0.0,175.0,3,6603.773584905661
Built-up  Area,Amruthahalli,1450.0,2.0,1.0,90.0,3,6206.896551724138
Super built-up  Area,Amruthahalli,1025.0,2.0,1.0,42.0,2,4097.5609756097565
Built-up  Area,Amruthahalli,485.0,1.0,1.0,19.5,1,4020.618556701031
Super built-up  Area,Anandapura,1167.0,2.0,1.0,43.76,2,3749.7857754927163
Plot  Area,Anandapura,1000.0,2.0,1.0,55.0,2,5500.0
Super built-up  Area,Anandapura,1141.0,2.0,1.0,42.79,2,3750.219106047327
Super built-up  Area,Anandapura,1576.0,3.0,2.0,59.1,3,3750.0
Plot  Area,Anandapura,1200.0,2.0,1.0,67.0,2,5583.333333333333
Plot  Area,Anandapura,1200.0,2.0,1.0,58.0,2,4833.333333333333
Super built-up  Area,Anandapura,1151.0,2.0,1.0,43.1,2,3744.5699391833186
Super built-up  Area,Anandapura,1141.0,2.0,1.0,42.75,2,3746.7134092900965
Plot  Area,Anandapura,900.0,2.0,0.0,48.0,2,5333.333333333333
Plot  Area,Anandapura,1749.0,4.0,0.0,90.0,4,5145.797598627787
Super built-up  Area,Anandapura,1151.0,2.0,1.0,42.9,2,3727.193744569939
Super built-up  Area,Anandapura,1576.0,3.0,2.0,58.0,3,3680.203045685279
Built-up  Area,Anandapura,1250.0,2.0,2.0,45.0,2,3600.0
Super built-up  Area,Anandapura,1151.0,2.0,1.0,43.16,2,3749.7827975673326
Built-up  Area,Anandapura,1200.0,2.0,0.0,58.0,2,4833.333333333333
Plot  Area,Anandapura,1200.0,2.0,0.0,66.0,3,5500.0
Plot  Area,Anandapura,1415.0,2.0,1.0,74.0,3,5229.681978798587
Super built-up  Area,Anandapura,1200.0,2.0,1.0,50.0,2,4166.666666666667
Super built-up  Area,Anandapura,1141.0,2.0,1.0,50.0,2,4382.120946538124
Super built-up  Area,Anandapura,1576.0,3.0,2.0,58.7,3,3724.6192893401017
Super built-up  Area,Ananth Nagar,500.0,1.0,1.0,14.0,1,2800.0
Super built-up  Area,Ananth Nagar,1100.0,2.0,2.0,31.5,2,2863.6363636363635
Super built-up  Area,Ananth Nagar,982.0,2.0,2.0,24.55,2,2500.0
Super built-up  Area,Ananth Nagar,500.0,2.0,2.0,14.0,1,2800.0
Super built-up  Area,Ananth Nagar,900.0,2.0,2.0,22.5,2,2500.0
Super built-up  Area,Ananth Nagar,908.0,2.0,1.0,26.0,2,2863.4361233480176
Super built-up  Area,Ananth Nagar,870.0,2.0,2.0,36.0,2,4137.931034482759
Super built-up  Area,Ananth Nagar,937.0,2.0,1.0,35.0,2,3735.325506937033
Built-up  Area,Ananth Nagar,960.0,2.0,3.0,37.0,2,3854.1666666666665
Super built-up  Area,Ananth Nagar,500.0,1.0,1.0,14.0,1,2800.0
Super built-up  Area,Ananth Nagar,1000.0,2.0,1.0,29.7,2,2970.0
Built-up  Area,Ananth Nagar,850.0,2.0,1.0,25.99,2,3057.6470588235293
Super built-up  Area,Ananth Nagar,902.0,2.0,1.0,25.26,2,2800.4434589800444
Built-up  Area,Ananth Nagar,1470.0,3.0,2.0,54.0,3,3673.469387755102
Built-up  Area,Ananth Nagar,810.0,2.0,1.0,25.5,2,3148.1481481481483
Super built-up  Area,Ananth Nagar,890.0,2.0,1.0,27.0,2,3033.7078651685392
Super built-up  Area,Ananth Nagar,1200.0,2.0,1.0,36.0,2,3000.0
Super built-up  Area,Ananth Nagar,1319.0,3.0,1.0,37.75,3,2862.016679302502
Super built-up  Area,Ananth Nagar,1319.0,3.0,1.0,42.0,3,3184.230477634572
Super built-up  Area,Ananth Nagar,1000.0,2.0,3.0,25.0,2,2500.0
Super built-up  Area,Ananth Nagar,902.0,2.0,2.0,25.0,2,2771.6186252771618
Super built-up  Area,Ananth Nagar,930.0,2.0,1.0,25.99,2,2794.6236559139784
Super built-up  Area,Ananth Nagar,1074.0,2.0,2.0,26.85,2,2500.0
Super built-up  Area,Ananth Nagar,1010.0,2.0,2.0,38.0,2,3762.3762376237623
Super built-up  Area,Ananth Nagar,992.0,2.0,2.0,24.8,2,2500.0
Plot  Area,Anekal,1200.0,1.0,1.0,36.0,2,3000.0
Super built-up  Area,Anekal,656.0,2.0,1.0,22.0,2,3353.6585365853657
Super built-up  Area,Anekal,620.0,2.0,1.0,22.0,2,3548.3870967741937
Super built-up  Area,Anekal,925.0,2.0,1.0,40.0,2,4324.324324324324
Super built-up  Area,Anekal,530.0,1.0,1.0,18.0,1,3396.2264150943397
Plot  Area,Anekal,1800.0,3.0,2.0,68.0,3,3777.777777777778
Built-up  Area,Anekal,351.0,1.0,1.0,16.0,1,4558.404558404558
Super built-up  Area,Anekal,1035.0,2.0,2.0,38.3,2,3700.483091787439
Super built-up  Area,Anekal,888.0,2.0,1.0,34.0,2,3828.828828828829
Plot  Area,Anekal,1200.0,2.0,1.0,36.1,2,3008.3333333333335
Plot  Area,Anekal,1200.0,2.0,1.0,36.0,4,3000.0
Super built-up  Area,Anekal,766.0,2.0,2.0,28.0,2,3655.3524804177546
Built-up  Area,Anekal,967.0,2.0,1.0,45.0,3,4653.567735263702
Built-up  Area,Anekal,620.0,1.0,1.0,23.5,2,3790.3225806451615
Super built-up  Area,Anekal,1150.0,3.0,2.0,45.0,3,3913.0434782608695
Built-up  Area,Anekal,400.0,1.0,1.0,11.5,1,2875.0
Super built-up  Area,Anekal,456.0,1.0,1.0,15.0,1,3289.4736842105262
Plot  Area,Anekal,2400.0,4.0,0.0,95.0,3,3958.3333333333335
Plot  Area,Anekal,1200.0,2.0,1.0,36.1,2,3008.3333333333335
Plot  Area,Anekal,1200.0,2.0,1.0,36.1,2,3008.3333333333335
Super built-up  Area,Anekal,680.0,1.0,1.0,21.0,2,3088.235294117647
Built-up  Area,Anekal,420.0,1.0,1.0,12.5,1,2976.190476190476
Super built-up  Area,Anekal,614.0,1.0,1.0,28.0,2,4560.260586319218
Super built-up  Area,Anekal,1140.0,2.0,2.0,52.0,2,4561.403508771929
Super built-up  Area,Anekal,625.0,1.0,1.0,25.0,2,4000.0
Built-up  Area,Anjanapura,1850.0,4.0,2.0,86.0,4,4648.648648648648
Super built-up  Area,Anjanapura,1070.0,2.0,2.0,39.0,2,3644.8598130841124
Plot  Area,Anjanapura,1500.0,3.0,1.0,121.0,3,8066.666666666667
Super built-up  Area,Anjanapura,1070.0,2.0,2.0,37.0,2,3457.9439252336447
Super built-up  Area,Anjanapura,950.0,2.0,1.0,40.0,2,4210.526315789473
Built-up  Area,Anjanapura,1280.0,2.0,2.0,45.0,3,3515.625
Super built-up  Area,Anjanapura,710.0,2.0,0.0,25.0,2,3521.1267605633802
Super built-up  Area,Anjanapura,1347.0,2.0,1.0,37.72,3,2800.2969561989607
Built-up  Area,Anjanapura,950.0,2.0,0.0,32.0,2,3368.4210526315787
Super built-up  Area,Anjanapura,1800.0,4.0,2.0,55.0,4,3055.5555555555557
Super built-up  Area,Anjanapura,1843.0,3.0,1.0,87.54,3,4749.864351600651
Super built-up  Area,Anjanapura,1076.0,2.0,1.0,30.13,2,2800.185873605948
Built-up  Area,Anjanapura,950.0,2.0,0.0,30.0,2,3157.8947368421054
Super built-up  Area,Ardendale,1750.0,3.0,2.0,100.0,3,5714.285714285715
Built-up  Area,Ardendale,3198.0,4.0,3.0,200.0,4,6253.908692933083
Super built-up  Area,Ardendale,2422.0,4.0,2.0,160.0,4,6606.110652353427
Super built-up  Area,Ardendale,1750.0,3.0,3.0,100.0,3,5714.285714285715
Plot  Area,Ardendale,3200.0,4.0,1.0,205.0,4,6406.25
Super built-up  Area,Ardendale,1728.0,3.0,2.0,95.0,3,5497.685185185185
Super built-up  Area,Ardendale,2062.0,3.0,2.0,140.0,4,6789.524733268671
Super built-up  Area,Ardendale,1732.46,3.0,2.0,92.0,3,5310.367916142364
Super built-up  Area,Ardendale,2062.0,3.0,2.0,150.0,4,7274.4907856450045
Built-up  Area,Ardendale,2800.0,4.0,2.0,140.0,4,5000.0
Super built-up  Area,Ardendale,1224.0,2.0,2.0,70.0,2,5718.954248366013
Super built-up  Area,Ardendale,1777.26,3.0,2.0,105.0,3,5907.970696465346
Super built-up  Area,Ardendale,1650.0,3.0,3.0,82.0,3,4969.69696969697
Built-up  Area,Ardendale,1650.0,3.0,3.0,82.0,3,4969.69696969697
Super built-up  Area,Ardendale,1224.0,2.0,2.0,67.0,2,5473.856209150327
Super built-up  Area,Ardendale,1723.0,3.0,2.0,95.0,3,5513.6390017411495
Super built-up  Area,Ardendale,1777.26,3.0,2.0,89.0,3,5007.7084950991975
Super built-up  Area,Ardendale,1777.26,3.0,2.0,92.0,3,5176.507657855351
Super built-up  Area,Arekere,2060.0,3.0,2.0,140.0,3,6796.116504854369
Built-up  Area,Arekere,920.0,2.0,1.0,40.0,2,4347.826086956522
Built-up  Area,Arekere,1740.0,2.0,2.0,95.0,3,5459.770114942528
Built-up  Area,Arekere,1190.0,2.0,2.0,55.0,2,4621.848739495798
Built-up  Area,Arekere,600.0,1.0,1.0,28.0,1,4666.666666666667
Super built-up  Area,Arekere,2072.0,3.0,2.0,108.0,3,5212.355212355213
Super built-up  Area,Arekere,1100.0,2.0,2.0,55.0,2,5000.0
Super built-up  Area,Arekere,900.0,2.0,3.0,50.0,2,5555.555555555556
Super built-up  Area,Arekere,2710.0,6.0,2.0,142.0,4,5239.852398523985
Super built-up  Area,Arekere,1240.0,2.0,2.0,60.0,2,4838.709677419355
Super built-up  Area,Arekere,900.0,2.0,1.0,44.5,2,4944.444444444444
Super built-up  Area,Attibele,450.0,1.0,1.0,11.0,1,2444.4444444444443
Built-up  Area,Attibele,1600.0,4.0,0.0,52.8,4,3300.0
Built-up  Area,Attibele,656.0,2.0,1.0,25.0,2,3810.9756097560976
Built-up  Area,Attibele,400.0,1.0,1.0,11.0,1,2750.0
Built-up  Area,Attibele,400.0,1.0,1.0,12.0,1,3000.0
Built-up  Area,Attibele,400.0,1.0,1.0,14.0,1,3500.0
Super built-up  Area,Attibele,500.0,1.0,1.0,17.0,1,3400.0
Plot  Area,Attibele,2168.0,4.0,2.0,95.0,4,4381.918819188192
Built-up  Area,Attibele,395.0,1.0,1.0,10.25,1,2594.9367088607596
Built-up  Area,Attibele,420.0,1.0,1.0,17.0,1,4047.6190476190477
Super built-up  Area,Attibele,1639.0,2.0,1.0,40.98,3,2500.305064063453
Built-up  Area,Attibele,418.0,1.0,1.0,12.0,1,2870.813397129187
Built-up  Area,Attibele,1200.0,2.0,2.0,42.0,2,3500.0
Super built-up  Area,Attibele,400.0,1.0,1.0,10.0,1,2500.0
Super built-up  Area,Attibele,695.0,1.0,1.0,25.0,2,3597.122302158273
Super built-up  Area,Attibele,850.0,1.0,1.0,25.0,2,2941.176470588235
Built-up  Area,Attibele,2400.0,3.0,3.0,120.0,3,5000.0
Built-up  Area,Attibele,450.0,1.0,1.0,12.5,1,2777.777777777778
Super built-up  Area,Attibele,995.0,1.0,1.0,24.88,2,2500.502512562814
Super built-up  Area,Attibele,900.0,1.0,1.0,25.0,2,2777.777777777778
Super built-up  Area,Attibele,1174.0,2.0,1.0,29.35,2,2500.0
Super built-up  Area,Attibele,782.0,1.0,0.0,19.55,1,2500.0
Super built-up  Area,Attibele,1175.0,2.0,1.0,29.38,2,2500.425531914894
Super built-up  Area,Attibele,656.0,2.0,1.0,25.0,2,3810.9756097560976
Built-up  Area,Attibele,400.0,1.0,1.0,11.5,1,2875.0
Carpet  Area,Attibele,460.0,1.0,1.0,13.0,1,2826.086956521739
Super built-up  Area,Attibele,418.0,2.0,1.0,11.5,1,2751.196172248804
Plot  Area,Attibele,1000.0,2.0,1.0,42.0,2,4200.0
Super built-up  Area,Attibele,550.0,1.0,1.0,11.5,1,2090.909090909091
Super built-up  Area,Attibele,996.0,2.0,1.0,24.9,2,2500.0
Built-up  Area,Attibele,410.0,1.0,1.0,10.0,1,2439.0243902439024
Plot  Area,Attibele,1700.0,3.0,1.0,65.0,3,3823.529411764706
Super built-up  Area,Attibele,400.0,1.0,1.0,10.25,1,2562.5
Plot  Area,Attibele,1500.0,3.0,2.0,90.0,3,6000.0
Built-up  Area,Attibele,520.0,1.0,1.0,15.0,1,2884.6153846153848
Plot  Area,BTM 2nd Stage,1260.0,5.0,1.0,185.0,3,14682.539682539682
Carpet  Area,BTM 2nd Stage,950.0,2.0,1.0,52.0,2,5473.684210526316
Built-up  Area,BTM 2nd Stage,1850.0,3.0,2.0,170.0,3,9189.18918918919
Super built-up  Area,BTM 2nd Stage,1200.0,2.0,2.0,80.0,2,6666.666666666667
Super built-up  Area,BTM 2nd Stage,1274.0,2.0,2.0,70.0,2,5494.505494505494
Super built-up  Area,BTM 2nd Stage,1250.0,3.0,1.0,50.0,3,4000.0
Super built-up  Area,BTM 2nd Stage,1070.0,2.0,1.0,48.0,2,4485.981308411215
Built-up  Area,BTM 2nd Stage,1280.0,2.0,2.0,80.0,2,6250.0
Built-up  Area,BTM 2nd Stage,1100.0,2.0,2.0,70.0,2,6363.636363636364
Super built-up  Area,BTM 2nd Stage,1000.0,2.0,2.0,58.0,2,5800.0
Plot  Area,BTM 2nd Stage,2990.0,5.0,3.0,416.0,5,13913.04347826087
Super built-up  Area,BTM 2nd Stage,1265.0,2.0,2.0,55.0,2,4347.826086956522
Super built-up  Area,BTM 2nd Stage,2200.0,3.0,3.0,220.0,3,10000.0
Super built-up  Area,BTM 2nd Stage,2780.0,4.0,1.0,325.0,3,11690.647482014389
Plot  Area,BTM 2nd Stage,2400.0,2.0,0.0,360.0,3,15000.0
Super built-up  Area,BTM 2nd Stage,965.0,2.0,2.0,56.0,2,5803.108808290155
Super built-up  Area,BTM 2nd Stage,1147.0,2.0,1.0,75.0,2,6538.7968613775065
Built-up  Area,BTM 2nd Stage,1750.0,3.0,3.0,172.0,3,9828.57142857143
Super built-up  Area,BTM 2nd Stage,1400.0,2.0,3.0,90.0,2,6428.571428571428
Super built-up  Area,BTM 2nd Stage,1200.0,2.0,2.0,70.0,2,5833.333333333333
Super built-up  Area,BTM 2nd Stage,1100.0,2.0,2.0,47.0,2,4272.727272727273
Super built-up  Area,BTM 2nd Stage,930.0,2.0,2.0,46.0,2,4946.236559139785
Super built-up  Area,BTM 2nd Stage,1265.0,2.0,3.0,55.0,3,4347.826086956522
Super built-up  Area,BTM 2nd Stage,2500.0,3.0,2.0,345.0,3,13800.0
Super built-up  Area,BTM Layout,1150.0,2.0,2.0,63.0,2,5478.260869565217
Built-up  Area,BTM Layout,3300.0,6.0,3.0,165.0,6,5000.0
Built-up  Area,BTM Layout,1450.0,2.0,2.0,81.0,3,5586.206896551724
Super built-up  Area,BTM Layout,1776.0,2.0,3.0,75.0,3,4222.972972972973
Super built-up  Area,BTM Layout,1458.0,3.0,2.0,79.0,3,5418.38134430727
Built-up  Area,BTM Layout,935.0,2.0,1.0,51.5,2,5508.0213903743315
Super built-up  Area,BTM Layout,1020.0,2.0,1.0,46.5,2,4558.823529411765
Super built-up  Area,BTM Layout,1600.0,3.0,2.0,112.0,3,7000.0
Built-up  Area,BTM Layout,1300.0,2.0,1.0,75.0,3,5769.2307692307695
Built-up  Area,BTM Layout,1540.0,2.0,2.0,78.0,3,5064.935064935065
Super built-up  Area,BTM Layout,450.0,1.0,1.0,20.0,1,4444.444444444444
Super built-up  Area,BTM Layout,1196.0,2.0,2.0,56.81,2,4750.0
Super built-up  Area,BTM Layout,1470.0,2.0,2.0,99.0,3,6734.693877551021
Super built-up  Area,Babusapalaya,1358.0,2.0,1.0,43.4,3,3195.8762886597938
Super built-up  Area,Babusapalaya,1213.0,2.0,2.0,41.39,3,3412.201154163232
Super built-up  Area,Babusapalaya,1611.0,2.0,2.0,66.0,3,4096.83426443203
Super built-up  Area,Babusapalaya,1167.0,2.0,2.0,39.98,3,3425.8783204798624
Super built-up  Area,Babusapalaya,1675.0,3.0,3.0,75.0,3,4477.611940298508
Super built-up  Area,Babusapalaya,1141.0,2.0,1.0,46.0,2,4031.5512708150745
Built-up  Area,Babusapalaya,1500.0,2.0,2.0,57.0,2,3800.0
Built-up  Area,Babusapalaya,1453.0,2.0,2.0,43.59,3,3000.0
Super built-up  Area,Babusapalaya,1050.0,2.0,3.0,45.0,2,4285.714285714285
Super built-up  Area,Babusapalaya,1141.0,2.0,1.0,45.9,2,4022.787028921998
Super built-up  Area,Babusapalaya,1358.0,2.0,1.0,43.1,3,3173.784977908689
Super built-up  Area,Babusapalaya,1230.0,3.0,3.0,53.0,3,4308.943089430894
Built-up  Area,Babusapalaya,1105.0,2.0,1.0,40.0,2,3619.9095022624433
Super built-up  Area,Babusapalaya,1410.0,2.0,3.0,65.0,3,4609.929078014185
Super built-up  Area,Babusapalaya,1450.0,2.0,1.0,55.99,2,3861.3793103448274
Super built-up  Area,Babusapalaya,1100.0,2.0,2.0,38.0,2,3454.5454545454545
Super built-up  Area,Babusapalaya,1213.0,2.0,1.0,36.37,3,2998.3511953833467
Super built-up  Area,Babusapalaya,1061.0,2.0,1.0,33.84,2,3189.4439208294066
Super built-up  Area,Babusapalaya,1061.0,2.0,1.0,38.95,2,3671.065032987748
Super built-up  Area,Babusapalaya,1061.0,2.0,1.0,34.0,2,3204.5240339302545
Super built-up  Area,Babusapalaya,1245.0,2.0,2.0,58.0,2,4658.634538152611
Super built-up  Area,Balagere,1210.0,2.0,1.0,80.9,2,6685.950413223141
Super built-up  Area,Balagere,1210.0,2.0,1.0,72.0,2,5950.413223140496
Super built-up  Area,Balagere,1205.0,2.0,1.0,78.5,2,6514.522821576764
Super built-up  Area,Balagere,790.5,1.0,0.0,41.9,1,5300.44275774826
Super built-up  Area,Balagere,1145.0,2.0,2.0,65.0,2,5676.855895196507
Super built-up  Area,Balagere,1012.0,2.0,1.0,54.59,2,5394.268774703557
Super built-up  Area,Balagere,1020.07,2.0,1.0,68.38,2,6703.461527150097
Super built-up  Area,Balagere,1205.47,2.0,1.0,81.0,2,6719.370867794304
Super built-up  Area,Balagere,1007.0,2.0,1.0,65.0,2,6454.816285998014
Super built-up  Area,Balagere,1205.0,2.0,1.0,70.0,2,5809.128630705394
Super built-up  Area,Balagere,1210.0,2.0,1.0,74.0,2,6115.702479338843
Super built-up  Area,Balagere,1210.0,2.0,1.0,83.0,2,6859.504132231405
Built-up  Area,Balagere,675.0,1.0,1.0,45.0,1,6666.666666666667
Super built-up  Area,Balagere,656.0,1.0,1.0,43.0,1,6554.878048780488
Super built-up  Area,Balagere,1012.0,2.0,1.0,64.0,2,6324.110671936759
Super built-up  Area,Balagere,1007.0,2.0,1.0,62.0,2,6156.901688182721
Built-up  Area,Balagere,1007.0,2.0,1.0,67.0,2,6653.4260178748755
Super built-up  Area,Balagere,1007.0,2.0,1.0,66.0,2,6554.121151936445
Super built-up  Area,Balagere,1205.0,2.0,1.0,63.86,2,5299.585062240664
Super built-up  Area,Balagere,1012.0,2.0,1.0,53.58,2,5294.466403162055
Super built-up  Area,Balagere,645.0,1.0,1.0,34.18,1,5299.224806201551
Super built-up  Area,Balagere,1007.0,2.0,1.0,53.0,2,5263.1578947368425
Super built-up  Area,Balagere,1210.0,2.0,1.0,69.0,2,5702.479338842975
Super built-up  Area,Balagere,790.5,1.0,0.0,42.295,1,5350.411132194813
Super built-up  Area,Balagere,1012.0,2.0,1.0,65.0,2,6422.924901185771
Super built-up  Area,Balagere,656.0,1.0,1.0,38.77,1,5910.0609756097565
Super built-up  Area,Balagere,645.0,1.0,1.0,39.0,1,6046.511627906977
Built-up  Area,Balagere,645.0,1.0,1.0,41.0,1,6356.589147286822
Super built-up  Area,Balagere,1210.0,2.0,1.0,82.0,2,6776.859504132231
Super built-up  Area,Balagere,656.0,1.0,1.0,34.77,1,5300.304878048782
Super built-up  Area,Balagere,1205.0,2.0,1.0,73.87,2,6130.290456431535
Super built-up  Area,Balagere,1012.0,2.0,1.0,70.0,2,6916.99604743083
Super built-up  Area,Balagere,1007.0,2.0,1.0,68.0,2,6752.730883813307
